HE815464,Myoviridae,Firehammervirus,Campylobacter phage CP21,Eucampyvirinae,53
AY370762,Fuselloviridae,Alphafusellovirus,sulfolobus spindle-shaped virus 2,Fuselloviridae,12
AY388628,Fuselloviridae,Alphafusellovirus,sulfolobus spindle-shaped virus 8,Fuselloviridae,12
AY423772,Fuselloviridae,Alphafusellovirus,sulfolobus spindle-shaped virus 9,Fuselloviridae,12
EU030938,Fuselloviridae,Alphafusellovirus,sulfolobus spindle-shaped virus 4,Fuselloviridae,12
EU030939,Fuselloviridae,Alphafusellovirus,sulfolobus spindle-shaped virus 5,Fuselloviridae,12
FJ870916,Fuselloviridae,Alphafusellovirus,sulfolobus spindle-shaped virus 7,Fuselloviridae,12
X07234,Fuselloviridae,Alphafusellovirus,sulfolobus spindle-shaped virus 1,Fuselloviridae,12
FJ870915,Fuselloviridae,Betafusellovirus,sulfolobus spindle-shaped virus 6,Fuselloviridae,13
FJ870917,Fuselloviridae,Betafusellovirus,Acidianus spindle-shaped virus 1,Fuselloviridae,13
AJ635161,Globuloviridae,Globulovirus,Pyrobaculum spherical virus,Globuloviridae,262
AY722806,Globuloviridae,Globulovirus,Thermoproteus tenax spherical virus 1,Globuloviridae,263
AY730274,Siphoviridae,Jerseyvirus,Salmonella phage SS3e,Guernseyvirinae,124
EF177456,Siphoviridae,Jerseyvirus,Salmonella phage SETP7,Guernseyvirinae,124
GU196277,Siphoviridae,Kagunavirus,Escherichia phage K1G,Guernseyvirinae,124
GU196278,Siphoviridae,Kagunavirus,Escherichia phage K1H,Guernseyvirinae,124
GU196279,Siphoviridae,Kagunavirus,Escherichia phage K1ind1,Guernseyvirinae,124
GU196280,Siphoviridae,Kagunavirus,Escherichia phage K1ind2,Guernseyvirinae,124
HE775250,Siphoviridae,Jerseyvirus,Salmonella phage vB_SenS-Ent1,Guernseyvirinae,124
JQ007353,Siphoviridae,Jerseyvirus,Salmonella phage SE2,Guernseyvirinae,124
JX202565,Siphoviridae,Jerseyvirus,Salmonella phage wks13,Guernseyvirinae,124
JX297445,Siphoviridae,Jerseyvirus,Salmonella phage vB_SenS_AG11,Guernseyvirinae,124
KC139518,Siphoviridae,Cornellvirus,Salmonella phage FSL SP-031,Guernseyvirinae,124
KC832325,Siphoviridae,Jerseyvirus,Salmonella phage L13,Guernseyvirinae,124
KF148055,Siphoviridae,Jerseyvirus,Salmonella phage Jersey,Guernseyvirinae,124
KF562864,Siphoviridae,Jerseyvirus,Salmonella phage SETP13,Guernseyvirinae,124
KF562865,Siphoviridae,Jerseyvirus,Salmonella phage SETP7,Guernseyvirinae,124
KM272358,Siphoviridae,Jerseyvirus,Salmonella phage LSPA1,Guernseyvirinae,124
KR270151,Siphoviridae,Jerseyvirus,Salmonella phage f18SE,Guernseyvirinae,124
MG099933,Siphoviridae,Kagunavirus,Esherichia phage vB_EcoS-Golestan,Guernseyvirinae,124
HE580237,Guttaviridae,Betaguttavirus,Aeropyrum pernix ovoid virus 1,Guttaviridae,14
FJ230960,Herelleviridae,Okubovirus,Bacillus phage SPO1,Herelleviridae,62
KC595512,Herelleviridae,Siminovitchvirus,Bacillus phage JL,Herelleviridae,62
KC595513,Herelleviridae,Siminovitchvirus,Bacillus phage Shanette,Herelleviridae,62
KF554508,Herelleviridae,Siminovitchvirus,Bacillus phage CP-51,Herelleviridae,62
KF669649,Herelleviridae,Okubovirus,Bacillus phage CampHawk,Herelleviridae,62
AB853330,Herelleviridae,Kayvirus,Staphylococcus phage S25-3,Herelleviridae,63
AB853331,Herelleviridae,Kayvirus,Staphylococcus phage S25-4,Herelleviridae,63
AB903967,Herelleviridae,Kayvirus,Staphylococcus phage phiSA12,Herelleviridae,63
AB930182,Herelleviridae,Nitunavirus,Bacillus phage SPG24,Herelleviridae,63
AP009390,Herelleviridae,Kochikohdavirus,Enterococcus phage EF24C,Herelleviridae,63
AP013029,Herelleviridae,Nitunavirus,Bacillus phage phiNIT1,Herelleviridae,63
AY954969,Herelleviridae,Kayvirus,Staphylococcus phage G1,Herelleviridae,63
AY954970,Herelleviridae,Twortvirus,Staphylococcus phage Twort,Herelleviridae,63
DQ003638,Herelleviridae,Pecentumvirus,Listeria phage A511,Herelleviridae,63
DQ004855,Herelleviridae,Pecentumvirus,Listeria phage P100,Herelleviridae,63
HM144387,Herelleviridae,Wphvirus,Bacillus phage W.Ph.,Herelleviridae,63
HQ163896,Herelleviridae,Kayvirus,Staphylococcus phage Sb-1,Herelleviridae,63
JF966203,Herelleviridae,Bastillevirus,Bacillus phage Bastille,Herelleviridae,63
JN654439,Herelleviridae,Wphvirus,Bacillus phage BPS13,Herelleviridae,63
JN790865,Herelleviridae,Bequatrovirus,Bacillus phage B4,Herelleviridae,63
JN797797,Herelleviridae,Tsarbombavirus,Bacillus phage BCP78,Herelleviridae,63
JQ686190,Herelleviridae,Kayvirus,Staphylococcus phage G15,Herelleviridae,63
JQ797329,Herelleviridae,Pecentumvirus,Listeria phage vB_LmoM_AG20,Herelleviridae,63
JX094431,Herelleviridae,Caeruleovirus,Bacillus phage vB_BceM_Bc431v3,Herelleviridae,63
JX194239,Herelleviridae,Silviavirus,Staphylococcus phage SA11,Herelleviridae,63
JX238501,Herelleviridae,Agatevirus,Bacillus phage phiAGATE,Herelleviridae,63
JX846612,Herelleviridae,Silviavirus,Staphylococcus phage vB_SauM_Remus,Herelleviridae,63
JX878671,Herelleviridae,Kayvirus,Staphylococcus phage JD007,Herelleviridae,63
KC430106,Herelleviridae,Wphvirus,Bacillus phage BPS10C,Herelleviridae,63
KC699836,Herelleviridae,,Bacillus phage SIOphi,Herelleviridae,63
KF021268,Herelleviridae,Sepunavirus,Staphylococcus phage phiIBB-SEP1,Herelleviridae,63
KF208639,Herelleviridae,Bequatrovirus,Bacillus phage Troll,Herelleviridae,63
KF669647,Herelleviridae,Bequatrovirus,Bacillus phage BigBertha,Herelleviridae,63
KF669652,Herelleviridae,Nitunavirus,Bacillus phage Grass,Herelleviridae,63
KF669662,Herelleviridae,Bequatrovirus,Bacillus phage Spock,Herelleviridae,63
KF766114,Herelleviridae,Kayvirus,Staphylococcus phage K,Herelleviridae,63
KJ010547,Herelleviridae,Agatevirus,Bacillus phage Bp8p-C,Herelleviridae,63
KJ081346,Herelleviridae,Caeruleovirus,Bacillus phage BCP8-2,Herelleviridae,63
KJ094029,Herelleviridae,Pecentumvirus,Listeria phage LP-064,Herelleviridae,63
KJ094030,Herelleviridae,Pecentumvirus,Listeria phage LP-083-2,Herelleviridae,63
KJ094033,Herelleviridae,Pecentumvirus,Listeria phage LP-048,Herelleviridae,63
KJ451625,Herelleviridae,Caeruleovirus,Bacillus phage Bcp1,Herelleviridae,63
KJ489397,Herelleviridae,Bastillevirus,Bacillus phage CAM003,Herelleviridae,63
KJ489398,Herelleviridae,Bastillevirus,Bacillus phage Evoli,Herelleviridae,63
KJ489399,Herelleviridae,Wphvirus,Bacillus phage Hakuna,Herelleviridae,63
KJ489400,Herelleviridae,Bastillevirus,Bacillus phage Hoody T,Herelleviridae,63
KJ489401,Herelleviridae,Wphvirus,Bacillus phage Megatron,Herelleviridae,63
KJ489402,Herelleviridae,Bequatrovirus,Bacillus phage Riley,Herelleviridae,63
KJ535721,Herelleviridae,Pecentumvirus,Listeria phage List-36,Herelleviridae,63
KJ535722,Herelleviridae,Pecentumvirus,Listeria phage LMSP-25,Herelleviridae,63
KJ591604,Herelleviridae,Pecentumvirus,Listeria phage LMTA-148,Herelleviridae,63
KJ676859,Herelleviridae,Caeruleovirus,Bacillus phage JBP901,Herelleviridae,63
KJ801817,Herelleviridae,Kochikohdavirus,Enterococcus phage ECP3,Herelleviridae,63
KJ888149,Herelleviridae,Kayvirus,Staphylococcus phage MCE-2014,Herelleviridae,63
KM051843,Herelleviridae,Agatevirus,Bacillus phage Bobb,Herelleviridae,63
KM216423,Herelleviridae,Kayvirus,Staphylococcus phage P108,Herelleviridae,63
KM236245,Herelleviridae,,Bacillus phage Mater,Herelleviridae,63
KM236246,Herelleviridae,,Bacillus phage Moonbeam,Herelleviridae,63
KM373208,Herelleviridae,Pecentumvirus,Listeria phage WIL-1,Herelleviridae,63
KP027446,Herelleviridae,Kayvirus,Staphylococcus phage phiIPLA-RODI,Herelleviridae,63
KP027447,Herelleviridae,Sepunavirus,Staphylococcus phage vB_SepM_ phiIPLA-C1C,Herelleviridae,63
KP339049,Herelleviridae,,Enterococcus phage EFDG1,Herelleviridae,63
KP881332,Herelleviridae,Silviavirus,Staphylococcus phage Stau2,Herelleviridae,63
KR049063,Herelleviridae,Kochikohdavirus,Enterococcus phage EFLK1,Herelleviridae,63
KT224359,Herelleviridae,Tsarbombavirus,Bacillus phage TsarBomba,Herelleviridae,63
KT307976,Herelleviridae,Bequatrovirus,Bacillus phage AvesoBmore,Herelleviridae,63
KT995480,Herelleviridae,Caeruleovirus,Bacillus phage BM15,Herelleviridae,63
KU577463,Herelleviridae,Caeruleovirus,Bacillus phage Deep Blue,Herelleviridae,63
HM242243,Herelleviridae,,Brochothrix phage A9,Herelleviridae,64
FJ822135,Herelleviridae,,Lactobacillus phage Lb338-1,Herelleviridae,65
AY682195,Herelleviridae,,Lactobacillus phage LP65,Herelleviridae,66
AF440571,Lipothrixviridae,Betalipothrixvirus,Sulfolobus islandicus filamentous virus,Lipothrixviridae,5
AM087120,Lipothrixviridae,Betalipothrixvirus,Acidianus filamentous virus 3,Lipothrixviridae,5
AM087121,Lipothrixviridae,Betalipothrixvirus,Acidianus filamentous virus 6,Lipothrixviridae,5
AM087122,Lipothrixviridae,Betalipothrixvirus,Acidianus filamentous virus 7,Lipothrixviridae,5
AM087123,Lipothrixviridae,Betalipothrixvirus,Acidianus filamentous virus 8,Lipothrixviridae,5
EU545650,Lipothrixviridae,Betalipothrixvirus,Acidianus filamentous virus 9,Lipothrixviridae,5
AJ854042,Lipothrixviridae,Deltalipothrixvirus,Acidianus filamentous virus 2,Lipothrixviridae,6
AJ567472,Lipothrixviridae,Gammalipothrixvirus,Acidianus filamentous virus 1,Lipothrixviridae,8
GQ451696,Siphoviridae,Unaquatrovirus,Leuconostoc phage 1-A4,Mccleskeyvirinae,171
JQ659259,Siphoviridae,Limdunavirus,Leuconostoc phage Lmd1,Mccleskeyvirinae,171
KC013021,Siphoviridae,Limdunavirus,Leuconostoc phage P793,Mccleskeyvirinae,171
KC013022,Siphoviridae,Limdunavirus,Leuconostoc virus LN03,Mccleskeyvirinae,171
KC013023,Siphoviridae,Limdunavirus,Leuconostoc virus LN04,Mccleskeyvirinae,171
KC013024,Siphoviridae,Limdunavirus,Leuconostoc phage phiLN6B,Mccleskeyvirinae,171
KC013025,Siphoviridae,Limdunavirus,Leuconostoc phage phiLN12,Mccleskeyvirinae,171
KC013026,Siphoviridae,Unaquatrovirus,Leuconostoc virus LN25,Mccleskeyvirinae,171
KC013027,Siphoviridae,Unaquatrovirus,Leuconostoc virus LN34,Mccleskeyvirinae,171
KC013029,Siphoviridae,Unaquatrovirus,Leuconostoc phage phiLNTR3,Mccleskeyvirinae,171
KM262191,Siphoviridae,Unaquatrovirus,Leuconostoc phage Ln-8,Mccleskeyvirinae,171
KM262192,Siphoviridae,Unaquatrovirus,Leuconostoc phage Ln-9,Mccleskeyvirinae,171
JF937105,Siphoviridae,Reyvirus,Mycobacterrium phage Rey,Mclasvirinae,222
JN699628,Siphoviridae,Bongovirus,Mycobacterrium phage Bongo,Mclasvirinae,222
